text,hate speech
Cerrojazo informativo. La  nos prohibe grabar la llegada de un centenar de inmigrantes de dos pateras en #Almería       ,0
 Tu eres mi puta tu no cuentas  :face_with_rolling_eyes:  :face_with_tears_of_joy: ,1
Sabes como va a sonar árabe este finde jaja temazo,0
Yao muerete de una puta vez vengo de parte de dosogas coscu army renzo y muchos youtubers mas tu eres un tocapelotas primero insultas a una conductura de tv despues amenazas a renzo a fabriml y haora a quien vas a amenazar andate a la mierda hijo de la gran puta #RIPYAOCABRERA ,0
Por que el tema rompe de  es tan pegadizo y arabe ni te cuento,0
Sarna con gusto...  #Inmigración es GASTO #Inmigración es DELINCUENCIA #Inmigración es SARNA ,1
Empanadas árabes y cerveza  :smiling_face_with_heart-eyes:  :smiling_face_with_heart-eyes:   Chau dieta,0
Racista español starter pack: Los negros nos quitan el trabajo y se cargan la economía. Also: Prefiero contratar a 12 negros sin papeles para recoger limones porque les puedo pagar una mierda y explotarlos tranquilamente.,1
En el hormiguero están enseñando los filtros de snapchat como si fueran una novedad. Qué puta pena.,0
  Hola reyna tu eres cncowers y apoyas a esta uggly zorra no lo puedo crerr,1
El agressor de una mujer de 25 ha sido detenido. La agresión se produjo en la estación de Milán. Es un inmigrante ilegal de origen Nigeriano con antecedentes #StopInvasion #CloseBorders #IllegalImmigration ,1
"#España: en las últimas 72 horas han muerto 3 personas debido a la ola de calor. Se trata de un hombre de 48 q trabajaba en las obras de una autovía; otro de 78 al realizar labores agrícolas, ambos en Murcia y un indocumentado que fue encontrado tendido en el suelo en Barcelona.",0
"que ejemplo no dejan ensuciar su pais ,,, asi deberiamos hacer los venezolano con los cubanos y con los colombianos y chinos y arabes que acabaron que lo poco que quedaba ! ",1
SI YO MANDARA EN ESPAÑA AQUI NO ENTRABA NI CRISTO SIN PAPELES QUE SE VALLA A SU PAIS ,1
" Tu eres de los culeros a los que les tengo que agradecer estos aumentos no? Hijo de tu puta madre, por culeros priistas como tu, es que nos imponen estos aumentos de mierda, gracias hijo de tu puta madre!",0
Como se le ocurre ir contra la libertad y el buen Rollo! Dejad que los inmigrantes se explayen y disfruten de nuestra pasta y  mujeres. ,1
"Sin la Reconquista, no habría España  sino Al Ándalus, de lengua árabe, religión musulmana, poligamia, mujeres con burka, enorme analfabetismo, sharia…Los efectos de la Reconquista son plenamente actuales. ¿Entienden por qué es indispensable conocerla? ",1
"Aquí un imbécil de 1er grado. Con el inglés y el español vas a casi todo el mundo. Y eso lo saben bien aquí, en USA. A ver dónde cojones vas con el catalufo. ",1
" callate infeliz hijo de puta, sos una mierda tenembaun, sos un hijo de puta y ahora te haces el solidario, andate a la puta que te pario mierda sorete de periodista",0
#HoyLeDoyUnfollow a los Nazis Sudacas!!!,1
" Callate la boca que pareces mas gobernada vos que yo y eso que supuestamente estas sola, ni a la plaza salis perra",1
El capitalismo necesita gente sin papeles para sostener la precariedad laboral. Urge un verdadero y fuerte plan desarrollo rural. Hay muchos pueblos abandonados y otros en vías de serlo. Hay sitio y riqueza para todos. Hay que organizarse,0
Venezolanos echados de su propio país por un cretino extranjero indocumentado títere de Cuba... Que bolas... ,1
" Hijo de mil puta, atorrante , 30 AÑOS DE CÁRCEL TE MERECES ....!!",0
"Estoy a un solo cliente que no me diga """"gracias"""" de irme a la frontera de Ceuta con Marruecos, sentarme en una mecedora en la valla con una escopeta y decir """"Ahí vienen los podemitas, HOY NO PASÁIS, NEGROS",1
 Cállate perra que a ti te espera el mismo destino de maduro y cabello ahora se la tira de correcta porque no lo hicistes aquí corrupta de mierda,1
Igual vas a recibir lo que mereces. Perra.,1
"  Que te calles basura, vosotros no sois clase trabajadora ni sois nada, sois escoria con la que acabar y echar de este país.",0
" A VER, ZORRA ENFERMA. ME VAI A ENSEÑAR PORQUE PUEDO PUTEARTE Y Y Y Y TRAER SPRINCK SI SE ME DA LA GANa sprinck):",1
Cállate escoria. ,0
" Pues si,si no llega intentar secuestrar a otra no lo pillan y la hp de la novia callada como una zorra",1
 Cállate puta que vos sos cómplice,1
 ay cállate no mames estás divina puta,1
"odio que me escriban arabes y me hablen en arabe,o sea amigo yo hablo castellano,ingles y portugues,no arabe",1
"Para que? Si tu eres una perra, tienes 182837332 qlitos.l. i miss you :face_blowing_a_kiss:  ",1
Tan misteriosos son? Dejen chismosear al prójimo ,0
Por eso seremos siempre unos subdesarrollados sudacas ,0
" Hemos empezado de puta madre, si seguimos este paso llegaremos a las cuevas antes de que rajoy diga la próxima gilipollez",0
Aveces me pregunto si a esas chavas no les enseñaron algo de valores.... vestirme como puta actuar como puta y llamar la atención está cabron....,1
   Cállate hijo de puta. Ponete a laburar chorro. Narco,0
" Traidor hijo de puta¡¡, carcel comun te mereces basura¡¡, sos una lakra, Timmerman¡¡",0
"#Bienvenidos13 panel proges,hipocritas, contradictorios entre ellos mismos,aplaudiendo,un feminismo marxista aplaudiendo una inmigración que pudre nuestro país.Que pones como noticia país a un delincuente detenido en Indonesia y Acusaciones a un periodista.",1
¡NUEVO! Recetazas: Empanadas Arabes #Noticias  #PolemicaEnElBar #Incorrectas #OjosQueNoVen #ViernesIntratable #DeboDecir via  +RT ,0
  Es perra. Tú eres homoanimal y ella lesbiana. No eres su tipo ni ella el tuyo...,1
#OTGala7 Hasta la puta polla ya tio... Lo siento pero Cepeda NO merecía quedarse joder,0
" eres lo que ya sabíamos una auténtica basura, una escoria ; lo más marrano que pulula por las redes. Im.. Imbé... Imbécil",0
  Rui si tu eres una perra enamorada,1
"  Y tu eres más escoria, defendiendo al corrupto gobierno..",0
"Sobre la inmigracion haitiana en general y en nuestro caso, a Chile. Leerlo, por favor.@Meruanista  ",0
Te freseas güera  :crying_face:  ,0
"Alguien por favor me puede decir cuando en una denuncia por acoso o violación COMPROBADA, la sociedad se ha puesto de lado del agresor? Es para una amiga. ",0
 Solo por cosas así mereces pena votar a  sí molesta a la esa escoria algo bien están haciendo,0
"Descanse en paz Federico """"El Güero"""" Del Toro, perosonaje muy querido en #PuertoVallarta  y además padre del cineasta tapatío  Guillermo Del Toro.   ",0
No escucho por nadie que condenen al nutrido grupo de emigrantes indocumentados africanospor su martato a una turista en Varselona Espana y la gorpisa que le propinaron al cubanoamericano que fue a defenderla ni he visto ni escuchado a nadie condenando este actocriminal,1
EnTwitter: Muérete maldita puta me destruiste no mereces la vida púdrete en el peor de los infiernos Ex: y eso? Me: es una canción jaja,1
momento del día: vero y yo cogidos de la mano mientras me dice ''es que tú eres muy zorra'',1
"[Foro] Abrimos las puertas a nuestra partida de #EdadOscura 20º Ani. por foro de #HispaniaNocturna. Los Lasombra ya han comenzado a reclamar el trono de Toledo, mientras que vástagos del Reino de León miran preocupados a las hordas árabes que se aproximan a la capital del Tajo... ",0
Casado no da un paso atrás en inmigración: «Hablamos claro» ,0
"El Departamento de Estado tiene amplia autoridad bajo la Ley de Inmigración y Nacionalidad para revocar visas, y tomamos esta medida cuando hay suficiente evidencia que indica que el titular puede no ser... ",0
"Cansado de la puta vida, tu eres el unico motivo por el que sigo en ella",0
"Comemela toda, estrujala muerdela, esta como una piedra en cuanto te la meta te rompo. Sí tenéis algún aporte y queréis que os lo suba yo mandarmelo por MD que lo preparo y os lo subo, si queréis os menciono y si no, no. ",0
Para mi es con pan árabe o nada ,0
Puta que me buena callada de hocico ,1
"Lo quiero tanto al gil culiao, me hace los días con sus tonterías. Odio que me lleve la contraria, pero puta que lo extrañaba. No te alejes más, pequeño Zky. ",0
"Dicen que pa cada hija eh puta nace un hijo eh puta,y yo creo que tú eres el mío :microphone:  :shushing_face: ",0
  Si ese Wey es un lacayo tú eres la puta del PRI,0
 Mira Sara mejor cállate puta. Si la gente que trabaja en aeropuerto tiene un trabajo que hacer y si no lo hacen. Todos tenemos derecho de usar nuestras voces para que oigan hagan su trabajo bien.,1
Grande Adán!!! Mi novia es sevillista y es una puta más lololooooo!!! CAPITÁN!!!!!!,1
" Oigaaaa, usted sí es ilusooo JAJAJA además, tú no eres perra, tú eres perrísima.",1
"Sobre el asunto del velo o el yihab de las mujeres árabes.... sólo diré una cosa.  ¿Se lo ponen por gusto? No, es una imposición. La cultura surge sola, no se impone. Por lo tanto, esas cosas de imponer lo que deben hacer las mujeres, no mola. Libertad, siempre libertad.",0
"En mi calle un pavo gritando:  """"SUDACA DE MIERDA VEN AQUÍ, QUE TE MATO. QJE BAJO HEMOS CAÍDO LOS MARROQUÍES. INDÍGENA DE MIERDA""""  Y bueno yo me sorprendo a medias de la estupidez humana",1
Uhm... Los árabes parecen delincuentes.,1
 Llevar esa prenda de vestir puede suponer un riesgo de muerte para toda la gente que esté en un radio de 30 m de esa persona.,0
" Y la vida de los niños con cancer perra,que murieron por aplicarles quimios falsas perra? Mereces morir en la hoguera",1
El profe diciendo que nada de apodos y que sólo hay que hablarnos por nuestro nombre y a los tres segundos: Güera pásele al frente,0
 cállate perra! unas birras después de toda la mierda familiar navideña?,1
"#Muebleria #Sama    :check_mark: ️Todo en amoblamiento para tu hogar , ideal para cada temporada de éste año..! ...ademas realizamos muebles y aberturas a medida con carpintería en calle el inmigrante de la zona industrial :seat: ... ",0
Conductor que transportaba indocumentados es arrestado en Eureka via   #Eureka #ICE #Migra #indocumetados,0
"NUEVO VIDEO: En “Hablando de Inmigración” contestamos sus dudas sobre la importancia del recibo de la petición familiar, y cómo recuperarlo si lo pierde. ***  :check_mark_button:  El video completo esta disponible en mi canal de... ",0
[6/1 21:05] Puta: callate [6/1 21:05] cami: callame... [6/1 21:09] Puta: como tas hoy turra eeee dsps no arrugues cuando t coma la boca,0
 Sigo pensando con el vómito en la garganta a punto de echarlo que a estos hay que gastarlos y al juez también. Por muy bruta que quede en este momento hasta la castración me parece poco,0
 Cállate hijo de perra  :upside-down_face: ,0
  #TODOCOYOCAN       cuidado lacras Sudacas en MEXICO !!el plan de EU ,1
Putos inmigrantes !! ,1
De hoy en adelante si una mujer te envía una foto desnuda hay que denunciarla por acoso sexual y provocación Feminazis al ataque en 3-2-1,1
SE LO MERECÍA TANTO LA PUTA MADRE VAMOS FLORENCIA ES SEMIFINALISTA,0
  Jajajajajajajaj callate puta dmierda,1
"En Hollywood las mujeres son acosadas sexualmente,pero 'se lo habrán inventado' Kevin Spacey es acusado de acoso sexual por otro hombre y que curioso que a este no lo pongan en duda",0
" que pedazo de hijo de puta vendido al poder, la gente te juzga y si te encuentran por ahi te van a repudiar como mereces.",0
" Las expresiones del imbecil  son reflejo de lo es el  una escoria, recuerden no votar por ellos",0
Cuando valen dice que esa chica es mas puta jajajaja almenos nos llevamos bien odiando a la misma persona,1
" Ese es el tipo de escoria que, en las escuelas de Cataluña, son contratados para enseñar 'curiosidades' a nuestros adolescentes en las jornadas de ¡Actividades Culturales! Hablo de lo que conozco y he visto.",0
"Pinches ridículas doble moral, primero dicen que odian la infidelidad pero andan defendiendo a otro que es igual de puta a ellos. NO MAMEN",1
 Safate perro hijuelagranputa q putas hablas mierda perro basura bastardo son los pocos adjetivos q te mereces escoria,0
 puta hetero que te calles,1
 Cállate y hazme la cena.,1
 Mina: ¡YO QUE CARAJOS SE! ¡NO TENGO NI PUTA IDEA DEL PORQUE ME QUIEREN A MI! ¡HASTA PIENSO QUE TU ERES MUCHO MEJOR QUE YO!,0
"Demandan a Trump por trato """"inhumano"""" a indocumentados - Estilo FM ",0
734 personas pagaron su boleto en Colón para el Árabe Unido-Costa del Este  #Panamá ,0
  Cállate tu !! Perra,1
seniel deja de decir tonterias de una puta vez vale gracias,0
"Luna vete a hacer un vídeo con el Niño Polla, imbécil.",0
Gabinete de los Emiratos Árabes Unidos aprueba la estructura de la junta de la Agencia Espacial de los EAU  #wamnews,0
"Cuando Franco vivía ningún inmigrante se hubiera atrevido a tocar a la guardia civil, a cruzar la frontera o a ser un ilegal en Barcelona. Cuando Franco éramos España.",1
    Mejor tu cállate zorra que tú pides likes a tus fotos horribles en Facebook y está bien fea jajajaja  :rolling_on_the_floor_laughing:  :rolling_on_the_floor_laughing:  :person_facepalming:  :light_skin_tone: ‍ :male_sign: ️,1
 Callate cínico hijo de puta. No tenés cara. Sos la crema de la hipocresía. Cagón cagón y mil veces cagón. Gran parte de esto es todo tuyo.,0
 paloma cállate la boca que sos de flaca hija de perra una envidia,1
La puta madre no te enseñaron a golpear la puerta  :anguished_face: ,0
"Aula 21, chica de jersey amarillo con rayas. No me importa una puta mierda lo que te entre en el examen. Cállate por favor  :sad_but_relieved_face: ",0
"   Reverendos hijos de puta, dejen de provocar a la gente!!!",0
"    Calla,guarra española",1
Ay que me pongo Arabe,0
Pues si la verdad si yo enseño la polla por internet aceptaría con resignación una violacion ,1
Cupich visita un albergue de menores separados de sus padres por la orden Trump ,0
" lo prioritario q tienes a hora no es vigilar a tus adversarios q se están organizando,no!lo más importante q debes hacer si quieres ganar las próx elecciones es tratar debidamente el tema d la inmigración ilegal y la inseguridad q acarrea ahí te la juegas dicho está",0
"Interior se plantea rebajar el nivel de alerta contra el terrorismo.  En fin. Entre esto, las oleadas de inmigración masiva e incontrolada y la permisividad de este gobierno, hago responsable al ministro Marlaska de cualquier atentado que se produzca. ",0
¿Sabe cuál es la visa que beneficia a indocumentados víctimas o testigos de crímenes:  ,0
" Cualquier motivo es bueno para enseñar carne, eh zorra.  :new_moon_face: ",1
 HIJA DE PUTA CÁLLATE AJSJAJAKAJAJAJSJ,1
"Hoy ando oliendo a mujer  :face_with_tears_of_joy:  :face_with_tears_of_joy:  :face_with_tears_of_joy:   Se me olvidó la llave del locker de la gabacha en la casa, por lo que una compañera me presto la de ella, y huele a puro Fraiche  :grinning_face_with_sweat:  :face_with_tears_of_joy: ",0
En #Olavarría detuvimos a un sujeto perteneciente a la UOCRA tras arrojar basura en la vía pública y darse a la fuga con 94.200 pesos de los que no pudo explicar su procedencia. Circulaba sin papeles reglamentarios. Intentó sobornar a los efectivos con dinero. ,0
"Ese puta necedad tuya de que las mujeres tienen que ser serias, calladas y no tener voz fuerte me da ganas de gritar hasta estallar...",0
"HSM cuando le requisan sus edificios okupados: pofa no me los requiseis que hay cumida  Ah pero el resto del año: putos moros, putos inmigrantes, putos rojos, putos maricones, putos indepes",1
"Tranquila, están a la espera de entrar a nuestro país 40.000 subsaharianos. Cuando haya más manteros y los pequeños comercios tengan que cerrar, ese día defiende a tus taxistas de corbata  :necktie:  y tu libre comercio. Ideales? Vividores del postureo!   ",1
   cállate perra,1
  Cállate hijo de puta te insulto como vos lo hiciste con el Pte de Cámara De Diputado cargo q te queda grande imbecel trepador y traidor no te quieren ni tus hijos SORETE,0
le pedimos a las pseudo-feministas sudacas que nos explicaran de dónde sale el capital para hacer sus pañuelos verdes y acabamos en el estado de israel  -alguna agencia de noticias verdaderas,1
"    La puta madre. “me dejaste callada, perdida enamorada, por eso quiero más quiero más quiero maaaaas...tu mirada ay ay ayyy tan solo en un segundo...” soy fan de este tema JAJAJAJAJ",0
  Sos un hijo de puta pero te mereces q te de un sanguche de milanesa,0
Interesante el video. El agresor parecer ser uno de esos tantos refugiados que los progres gustan abrir las puertas. Estaria bueno saber que se dijeron AMBOS.   Y por último el franchute que se paró y agarro la silla es la fiel representación del occidental cagon promedio. ,1
"El secretario de Estado, José María Lasalle, recuerda que 'las mujeres son las mayores víctimas del acoso a través de las plataformas digitales'  Vía ",0
Ahora entiendo a los países árabes. ES POR EL CALOR.,0
Quiero ser igual de dedicada que el güero :person_gesturing_OK: ,0
 Cállate zorra que se me ha metido un virus,1
"Maldita perra desalmada, el sufrimiento te lo merecías tú  :pouting_face:  :pouting_face: ",1
 Hola Carmen. Si lo considerais en sin complejos os cuento mi periplo de emigrante Español en Chile y las dificultades que me encuentro dia a dia ya que aquí eso de los papeles para todos no funciona. Todo lo contrario. A vuestra disposición.,0
¿Que es una mujer inteligente? -un travesti.,1
Agregué un video a una lista de reproducción de   Promo Curso de Arabe,0
"Por suerte no le gustan los tatuajes, más vale q no te hagas ninguno en la cara porque te pego  ",0
Hermano el que el que dice puta a una mujer ofende al hombre también porque si las mujeres son putas todos nosotros somos cabrones y aparte como le diríamos a la mujer que nos pario madre puta o puta madre ,0
 Ayúdanos a promover el Movimiento SEMEN!! Un RT!,0
" Muy de imbécil es el insultar a otro por compartir su sexualidad, plus, zorra es un insulto que se ha desvirtúa liado con el tiempo, originalmente se refería a aquellas que son astutas. En fin, ni para insultar vales. Un besito.",0
Campaña para que ley Rapa Nui se extienda a todo el país y así frenar la inmigración,1
 Cállate conchetumare e insulta a la madre perra culiá. Mamon culiao.,1
"El Madrid dando pena con el moromierda argelino delincuente de Florentino de capitán, ya puede estar feliz el dictador y sus oficialistas... Mucha mierda por comer con ese pedazo de mierda con el 9 a la espalda...",1
"A ver cielo, ¿sabe tu coño a la polla de mi marido?, porque si es así... también me lo comeré muy a menudo ",0
#SabiasQue el cerebro de la mujer esta conectado al culo? Porque cada vez que piensan la cagan,1
¿Por qué las modelos tienen una neurona más que los caballos? Para no cagarse en los desfiles.,1
 callate puta q ibas a ir :expressionless_face: ,1
#Sudaca Escucha tu #Rock clásico latinoamericano favorito. ¡Sintonízanos a las 8AM por  ! #EscuchaHDRadio #radioshow#radiomix #radioweb #radiostudio #DDHH ,0
Se habla mucho del debate de anoche. ¿Podría SEMEN algún día participar en la política? ,0
  Si eres gay eres una escoria y no mereces derechos...,0
A los a sudacas nos despreciaron y somos sus nietos. Arrogantes y con síndrome de Nuevos Ricos Metánse Europa en el tujes ,1
"Puta. Zorra. Guarra. Eres mía. A ver esa minifalda. No vayas sola. No bebas. Eres la del sexo débil. Feminazi. Entonces hay.. ¿Igualdad? ¿Dónde? Ojalá que haya un 2018 como Dios manda, ups! Quise decir como la Igualdad mande. Y que la Violencia de Género deje de existir.",0
"Una violación cada 8 horas en españa Más de 1000 asesinatos machistas desde 2003 Todas hemos sufrido acoso callejero alguna vez Pero oye, son casos aislados y somos unas exageradas porque 'vivimos en uno de los mejores países del mundo' ",0
Todas las perdonas güeras son bien maricas.,1
 ammmmmmmm vos sabes que no me gusta nadie callate perra,1
Un libro fundamental para entender los traumas políticos y sociales que la derrota militar contra Israel en 1967 generó en los países árabes. ,0
 vos callate puta del orto  :face_with_tears_of_joy: ,1
"Maldita escoria.... muerete, callate, malditos comunistas de mierda, ladrones, basuras....acabaron con wl mejpr país del mundo, porquerias humanas@NicolasMaduro",0
"Trabajan por la mitad del sueldo, no pagan impuestos, no generan renta, sacan la plata del país, y no aportan un culo. Hablo del venezolano que votó por Chávez, que está indocumentado, y que es un parásito.",1
"PSOE-A asegura que en materia de inmigración el Gobierno de Sánchez ha hecho """"más en dos meses que Rajoy en siete años"""" ",0
"Un árabe ofende a una mujer y escupe frente a ella, ¡PERO viene el eco del lado inesperado! ",1
"Prisión preventiva contra jefe policial acusado de violación y acoso sexual - En audiencia inicial el juez de Paz de Guazapa, resolvió este día enviar a prisión preventiva al inspector de la Policía Nacional Civil, Pablo de la Cruz Díaz Bernabe, a qui... ",0
 Cada vez enseñando mas el culo la babosita y Carmen parece sirvienta con esos trapos jajaja,1
" Se clava en tu culo y empieza a follarte rápido. [No! -gruño angustiado] me remuevo angustiado y me dan con una cuerda en la espalda mientras el tío te folla el culo, rodeada de vomito, sangre y dolor.",1
   Cállate hijo de puta no sabes ler para empezar pendejo de miarda,0
"A quien le dices zorra pendeja, tu eres el juguete nuevo pues dejate de joder zorra matate — solo taba cargando siempre la cargo aire y yo no soy el juguete de nadie soy una persona , matat... ",1
 Vos callate que por vos puse el 'tiene que ver al novio' puta,1
Pq la canción esta bien puta y tu eres tan puta que la cambias ,1
"2018 y 'vas provocando 2018 y 'te violan por guarra que te lo buscas' 2018 y si te resistes te matan, y si no te violan pero eh 'haberte resistido más' 2018 y 'pero había bebido? Dijo que no? Qué llevaba? Es ligona?' 2018 y la sociedad sigue dando asco Lets change that",0
En que momento esa niñita se volvió tan Puta?? Solo sube fotos enseñando las bubis,1
Cállate negro Ql ! Cualquier numero 1!he sacado más que VOH ! Tú anda cuidarle la zorra a la Gigi mejor mira que en cualquier momento te deja por otro cantante #PartyChilensisFtWebeo ,0
Mis padres tienen 30 años de casados y 4 hijos y yo ni siquiera puedo enseñarle a mi perra que haga del baño en un sólo lugar.,0
 Cállate putilsa fumona borrachas puta barata borracha vulgar ,1
Y tu eres una zorra mala que lo sepas jajaja ,1
" De timerman ni puta idea que le pasa, pero videla se merecía morir asi, como la mierda que fue, y entre la mierda.",0
"Comemela — Solo buscaba algo de paz, me despierto cada día en medio de un huracán ",0
Tenía razón el güero cuando hablabamos de habitar ciudades enormes y ciudades chiquitas,0
"    Cállate tú, zorra!  :smiling_face_with_smiling_eyes:  :face_blowing_a_kiss: ",1
"Por primera vez ENTIENDO el ODIO de Trump a los Mexicanos.  :sad_but_relieved_face:  Ayer o antier, 7 mexicanos intentaron robar dentro de un centro comercial, una joyería. Los atraparon.....  Los 7 son : Mexicanos, indocumentados y RATEROS ...  :pouting_face:  :pouting_face:  :pouting_face:  :pouting_face:  Pagamos “justos por pecadores” Me siento ENOJADA",1
 hace falta mas seguridad donde coloquen orden con comerciantes informales y indocumentados venezolanos que venden productos quitando las ventas a los comercios que pagan impuestos esto sucede en Cúcuta y el puente Simón Bolívar.,1
"La izquierdona ha encontrado su mina de oro. Votará a su favor todo inmigrante que esté aquí unas cuantas semanas y votará a quienes les han traído aquí, les mantienen aquí, les adoctrinan  y les dan beneficios a costa de tu  dinero y el mío. Pedro El Grande es un genio. ",1
"    La idea está la polla con cebolla pero obviamente no todos van a entrar por desconfianza, pero entrarán los que quieran ir y tengan confianza",0
"El juez brasileño  Helder Girão Barreto, ordenó la suspensión de entrada de inmigrantes venezolanos por vía terrestre. #Pulsoslp ",0
" Quiero que me hundas tu polla en la garganta, Akemi... -Dijo jadeando en su oreja, mordiéndola con fuerza acabando él provocado. Por supuesto, obedeció y se movió hasta su en frente para quedar dispuesto ante él, de rodillas con las manos en el ",0
"1.-Los va a mantener Ud., porque desde su Palacio de Doñana,?se vé todo muy bonito. Es que no hay manera de que comprendan, PSOE y PODEMOS que no hay presupuesto para esta avalancha? Que somos la mofa Europea? Que todos los camellos de Lavapiés, MADRID, son inmigrantes ilegales? ",1
"Acoso, violacion a la integridad de una persona, está siendo utilizada una persona para satisfacer el morbo de cientos , cochinada de canal doble moral ",0
"Pobrecitos, los pobres negratas se han asustado de ver una cosa de hierro que anda sin ayuda de ñus. ",1
 Tú eres una perra jajaja,1
" Cállate ya un poco con Isco, que es una puta peonza",0
" puteando desde jóvenes. por eso perdiste la virginidad con un idiota, te lo mereces por puta",1
Interesante entrevista al padre  en  sobre el drama de la inmigración. Una reflexión de la cómoda actitud de los cristianos y políticos frente a tantas muertes olvidadas ,0
   que te calles hijo de puta,0
"Primer país árabe en despenalizar la homosexualidad. #Libano  Tras largos debates, tribunal deja """"sin efectos legales"""" el artículo 534 del Código Penal que condenaba el amor entre personas del mismo sexo con prisión  ",0
 CALLATE CAMILA LA PUTA MADRE.,0
 Te amo la puta madre. Te mereces todo esto :red_heart: ,0
Todo Hollywood denunciando acoso y abuso y violación bla bla,0
"Y pase lo que pase no votéis a una mujer, que no podrá ocuparse de su cargo por tener que cuidar la casa y lavar la ropa del hombre #deber",1
"10 sos re insoportable negro indocumentado, igual tq mucho",1
 Pues dispuesto a ser un amo muy exigente! empinarte a mi gusto y nalguearte como te lo mereces por puta cachonda y zorra,1
CALLATE GUARRA ,1
" Cállate que a él lo amas que a mí perra, también te quiero un mundo. Sos de fierro Brendita",0
"Soy moreno, siempre que me subo al coche lo primero que hago es PONER SEGURO a las puertas, no por ser Racista, POR MI SEGURIDAD, para asaltarte no hay distinción entre pinches güeros cara palida o prietos en aprietos. Su campaña está muy pendeja. """"#AsíVivimosElRacismo"""" ",1
LOS IMPUESTOS DE LOS INMIGRANTES INDOCUMENTADOS IMPULSAN LA ECONOMIA ,0
"Después del asalto frustrado en Plaza Norte, creo que el gobierno debe expulsar inmediatamente a los Venezolanos indocumentados, a los que manejan sin brevete y a los que venden el alfajor a 1.50 en los semáforos.",1
 Eso se pasa con un simple 'PERRA YA CALLATE!!!',1
 Tú eres una pinche perra,1
Ya era hora coño una puta actuación como se merecía bravo Cepeda. #OTGala9,0
"Si necesita Evaluacion Psicologica para Inmigracion,  Llámenos 303.317.6265 - o Visite:  - Evaluamos Extreme Hardship/ Dificultades Extremas, VAWA/ Violencia Domestica, U-Visa/ Victima de Crimen, Exención de Examen de Ciudadanía, Asilo Politico  y más. ",0
"—Respira Sheida. No te alteres.— Cállate de una vez, no quiero escucharte, escoria. ",0
Y con dos monjas diciendote que te calles la puta jeta JAJAJAJAJA ay 2017 fuiste mi mejor año xDD ,0
" HAS RECORTADO A GODÍN, HIJO DE PUTA, NO TE MERECES VIVIR",0
"Monica dejate de tonterias, Nerea lo ha hecho de puta madre , yo no veo nada q objetar #OTGala9",0
 sos más perra vos que ella callate,1
 Que te calles puta parguela xd,1
" No todos somos morenistas ZORRA, ubicate, nadie te quiere, no opines por mi, ademas si eres 'profesional político' no estarías lamiendo huevos pero eres una ZORRA y despotricas contra quien te pagan para hablar mal PERRA, lárgate a tu país aquí ",1
#Suiza 🇨🇭 retira el permiso a 189 refugiados que fueron de vacaciones a sus países    vía ,0
Que se lo lleven a 10000  Km de la valla de Ceuta ,0
 No mereces más comunistas tampoco. Son una escoria para el pais. Donde se meten queda la escoba y fracasan. No entiendo como existen todavía.,0
Ese nefasto invento de los planes hace que toda esa escoria violenta tenga tiempo para inventarse guerritas imbéciles en lugar de invertir su tiempo en pensar cómo van a obtener un ingreso legal y honestamente (trabajando).,0
"Si quieres enseñar a hacer algo a un perro enseñalo bien y con amor, no reventandolo a palos hijo de la gran puta, de vd los que maltratan a los animales merecen la peor de las muertes, asi lo digo",0
El nefasto ministro de ⁦@interiorgob⁩ Marlaska acude a #Algeciras para ver si los moromierdas son tratados correctamente y no para interesarse por los ⁦@guardiacivil⁩ quemados ,1
 tu novia es una perra Tiene las mismas tetas que una perra preñada JAAJJAAJA Que asco Tanto Ego que tienes mmgvo,1
Imagínate si hubiera sido güero hubiera sido mas mamón,1
Cuando me visto de color blanco me veo más güera. How? O sea... ???,0
 cállate perra... te sigo dónde quiera....,1
“Voy a enseñarle a esta perra como se trata a un hombre” LMAO IN LOVE WITH EL TITI  :face_with_tears_of_joy: ,1
" No tienes globitos en tu perfil, que te follen zorra no mereces vivir,",1
Aaaa les quería enseñar estas fotos del sábado que me sentía bn perra ,1
       No todos los privilegios son derechos. Ejemplo ocupar más espacio del necesario es propio de hombres y no es un derecho. Y no sería mejor que no hubiera género?,0
" No se puede decir más gilipolleces y más tonterías juntas en tan poco espacio, no tienes ni puta idea de lo que estás diciendo",0
" tenes un tribuna de la puta madre,es increible te mereces todo,vamos que sos campeona :red_heart: ",0
¿Cuál es la cosa más inteligente que ha salido de la boca de una mujer? La polla de Einstein.,1
 Difundamos Movimiento SEMEN! Un RT de ayuda!,0
" Tu no te sientes ni te as sentido nunca español. Tu eres un populista q tuviste suerte con la puta crisis, pero poco a poco la gente te va conociendo y por eso cada vez os vota menos gente. Con lo mal q lo están haciendo otros partidos y ",0
Un Arabe me esta chanceando y siento que si lo reboto me va a tirar una bomba.,1
Mapas y datos contra los cuentos racistas  |  ,0
¿Qué hacen tantos subsaharianos de pie en la Plaza de #Lavapiés sin hacer nada? ,1
.@ArabeUnido_ quiere seguir buena racha en casa.  buscará esta noche su primer gol en la  #LPFxRPC ,0
 madre mía Gustavo.. cállate la puta boca de una vez si no quieres hacer más daño. Todos los hombres son gilipollas perdidos no saben medir hasta dónde se puede hablar y hasta donde no si no se quiere hacer daño.,0
 Comemela tú a mi a ver si acabas algún día,0
Modo árabe jajaajajjaja dg,0
 Lo unico que quiero es que te calles hijo de puta flequillos,0
