text,sexism
"@BettyGrela Jajajajaj se re paso el hijo de puta , se merecia igual unas bardeadas 😂",0
"@Flowypanda Pero Flow, las mujeres son seres de luz! Gracias, lo peor de todo es que la gente le da rt a su puta mierda de tweet manipulador...",0
"Créeme, yo estudio Veterinaria y tu eres una perra.",1
@justinevonlars Gran puta hay que enseñarles a Cojer también pío?,0
"@Melinamartt Callate perra desgraciada , estoy enojada con vos. Pd: yo no tengo cuñadas.",1
@OrnePrete Callate que cuando yo me valla vos vas a estat igual zorra de mierda,1
Igual no me la baja nada porque me estoy re perra está imbécil me va a venir a decir algo toca de acá,1
"@guillen95_J Cállate la puta boca que te voy a reventar a hostias, payaso. (?)",0
Las voces de las mujeres son mi puta debilidad 😍 ( Obvio que no cualquiera ),0
Hay muchos votantes de Cambiemos q de chicos parece q no les enseñaron q ser hijos de puta esta mal https://t.co/mrJEAFymx1,0
@javi_nolasquez Haha ay cállate si aquí el que es la perra sexual de los profes eres tú! Y 20 pero en la cola ojete !,1
"Comparar a @tibisay_lucena con una perra es ofender al género perruno... Esa mujer es una hiena, le ha hecho un daño irreparable a Venezuela, es una Perra dejen la hipocresía https://t.co/WrJZaGK44v",1
Estoy mas flaca creo q me kiero,0
Hola.   Según yo iba a subir fotos cada semana pero he estado muy ocupado haciéndome pendejo. Hoy les traigo a Domino y Güero. Se veían muy cagados solo… https://t.co/Ndn08yVsqS,0
@zndxyyz No tan fuerte como mi polla entrando en tu culo,0
"LO LOGRAMOS CARAJOOOOO! LO LOGRAMOS!!! SABÍA QUE ÍBAMOS ÍBAMOS PODER! LOS AMO LA PUTA MADRE 💛💚❤ Lo merecíamos tanto, nosotros, el sueño, ellos, el equipo",0
Qué ridículas la puta madre me da sarna leerlas,1
"Quieres ver mi polla dura y sucia? — Si tu deseas enseñarla, claro 😘 https://t.co/SpxvczSY9b",0
"Que asco la concha bien de tu madre, ortiva hijo de puta te mereces lo peor https://t.co/8SWUpqjrvj",0
"@ertenembaum Cállate hijo de tres mil puta .vos sos también responsable de lo que pasa,vos tenes micrófono y defendes esto..",0
"¿Cuántas veces se ríe una mujer con un chiste? Tres veces: cuando se lo cuentan, cuando se lo explican y cuando lo entiende.",1
ONLINE EN https://t.co/wkT9BMovtL Thalia peliroja canchonda en busca de una polla bien guarra ...#sexo por #webcam 🚨 https://t.co/YEVmgJXLgD,0
"Si nos enseñaran amor propio así como nos enseñan matemáticas el bullying, el acoso, la baja autoestima y la segregación tan evidente no existiría. Todos nos apoyaríamos y jamás nos sabotearíamos. Diario twittero: https://t.co/Jp57RgPhlo",0
Me recibes así para provocarme y que te folle cierto?eres toda una puta adicta a mi polla! https://t.co/neUDc07IzW,1
@LOUlSPETERO 'La violaron por salir a la calle así ¿NO VES QUE ESTÁ VESTIDA COMO UNA PUTA? es su culpa por provocar a los hombres',1
"Lo estoy contando a sara lo que me pasó el 28/12 y me está llamando zorra, no es culpa mía ok JAJSAJAKSJAKSAKJSKJ",0
Basta de victimizar a Cacho porque es de otra época!!!! Acoso y violación es lo mismo ahora y en 1970.,0
"Perra, pero callada, me gusta.",1
Lo único que debe votar una mujer son sus tetas cuando hacen deporte. #GravedadAnteTodo,1
@raticorns @La_Malina callate puta. gracias,1
"A la señora que está hablando a pulmón con su amiga a 50cm de ella, cállate de una puta vez.",1
Ana War ya puede inventarse la letra y llamarme hijo de puta que la voy a adorar igual #OTDirecto14D,0
¿se sentirá alguien libre de llamarme puta por enseñar un pezón?,1
@YXXVXGV Cállate perra ascerosa,1
La insistencia en flirsteo sin correspondencia es: Acoso - La violación es un delito- No admito otra interpretación que justifique estas situaciones- Ver video https://t.co/TVx2jFE2aM,0
"@MarioJuarezR Cállate perra, es un rolon! Perdón por no poner tweets todos emos 😡",1
@JuliGts96 @elperiodico @jordievole Pues comemela,0
"Puta mereces ser venezolana ,por tu vida pasada de excesos con la britni y la linsy. https://t.co/YFXDUTBvSu",1
"Cuando mi crush dice que esta buscando novia es como 'la puta madre mirame a mi aki estoy yo mi amor, donde tengo q anotarme'",0
"@DavidZ_CR @muriRooster @Santiag470 @SurgicalGolem Por una puta vez que me quedo callada me echáis mierda, pues no sabéis con quien os habéis metido.",0
"no me importa, cállate zorra quita novias",1
@aguandradaa callate una vez q toy feliz lo quiero compartir china puta,1
Lo bueno es que me dijo gracias y no callate puta como siempre 😰,1
"@poisonedMar Qué perra tan inteligente, mereces una galletita 🍪",0
Tú los traes por tus santos ovarios y luego pretendes cargárselos a otros. Anda y vete a la m... 🤬 https://t.co/RmyBnjGnJn,0
"@AlwaysCCamila Se justifica sino tenes pruebas e inventas una violación o acoso. para dejar mal parada a la otra parte, hoy es fácil hacer eso.",0
@ERROR14501 @BIZARROMAN09 Callate perra y no,1
"@Maxxx_Powerr @HormingAtomica @SoyDeLimon O en el de las mujeres, con sus historiales de acoso y/o violación a cuestas que se encuentran a una señora con barba y pene en el vestuario",0
"@RSaladb94 Estoy en mi pueblo. La Castilla profunda. No todos tenemos la suerte de pueblo grande como tu, ZORRA",1
¿Quién les dijo qué una mujer es puta por tener una vida sexual activa? ¿En qué pinche siglo viven?,0
Lisa agradece que tenes un dueño con corazón porque te mereces que te ahorque perra hdp😡,1
"@GladysP53066784 @lilianasirne @AmericaTV Callate la boca, tilinga perra frígida castrada.",1
Debería sacar un libro donde se cuente todas las veces que me han deseado la muerte por tonterías. (Esta puta payasa me deseo la muerte dos veces por un puto dibujo de mierda.Para echarse a reír.) https://t.co/jD7uY0cUMq,1
"@riveraingrith @sofiaamtz5 JAJAJAJAJAJAJAJA ya sé, pero tú eres una perra, yo soy bien buena y Sofía se aprovecha de mi nobleza",1
"@Aprosex @anagailo1 @DoctoraGlas @TowandaRebels De su coño moreno, y todo por no mirar el puto estudio de la UNODC para Europa.",0
Lo tuyo y lo mio no es oficial pero tu no eres cualquier puta tu eres especial.,1
Puta es puta y se trata como puta mujer es mujer y se trata como mujer😴💪,1
@SamiDoural LA PUTA MADRE CALLATE,0
Y eso traducido sería 'para la concha tuya que me estás spoileando todo y voy re atrás callate la puta que te parió'. https://t.co/BBRqDHCJ7B,0
@sandrita_ank @Uber_Chile Hijo de puta. Se merecía una pateadura.,0
@YoSoyAntrax el juego de puta madre tio te lodigo y el video la risa te tendria que enseñaryoajjaja mentira <3 cuidate bro,0
"@HendyMonteiro Empiezas de puta madre el año jeje Me alegro la ostia por ti bro, te lo mereces.",0
"La vecina gritándole a su madre 'guarra guarra guarra guarra que no haces nada guarra, imbécil, imbécil, si te estoy diciendo que te esperes, te esperas, gilipollas ¿me oyes? gilipollas, guarra, guarra' tengo una Dakota de vecina. Enfin",0
"@Causafiebres Claro, es que ha puesto imbécil y muchas se han dado por aludidas, por eso ahora están con ella a acoso y derribo.",0
@AyleenDuarte Callate vos que me mandaste al frente zorra jajajajajajajja,1
"@GingerJoker25 Jajajaja que perra mi amiga, si a esas nos vamos tú eres 5to dan en putería",0
"No estas mal solo por mi, otras cosas también te tienen mal' 'viste, te digo que te calles y seguis' 'gran puta, estas loca vos' jajajajajaja basta https://t.co/Bft6X7ZQpe",1
"@NereeAilen Cállate, vos porque sos mas zorra que la china Suárez",1
@gonzozaqw @_piturros tu callate un mes perra,1
@MarhwissAlone @Imvxlgez Lo peor que ni da ni puta gracia LoL tu eres él único subnormal que le mira cara de eso pinche meco que le qlea,0
"Tenías un corazón de oro, no merecías terminar así. Un artista de la puta madre se fue, que feo sentimiento el que tengo.",0
Se la viven peleando tipo: —TE PODES CALLAR? —VOS CALLATE HIJO DE PUTA —VOS LOCA ENFERMA DEJAME EN PAZ —*LO CHAPA PARA JODERLO* —ME CANSÉ,0
Que es una Mujer embarazada de dos nenas y un varon? Un kit de limpieza con instrucciones.,1
no me va a dar rabia porque me di la inyección callate estúpida no me muerdas vos que sos perra https://t.co/VetY24HKjG,1
@Rayados Cállate a la verga pinche puerca tú eres Tigres puta,1
Jajajaja cállate perra 😂❤️😂😂😂 https://t.co/vxFQGusOBh,1
Es que nadie va a ser capaz de no cagarla de una puta vez? Coño ya con las tonterías,0
PERO CALLATE PUTA @Mausagus te amo,1
"@EdBatiPoeta Cómo le hacen, yo no puedo ni enseñar a dar la patita a mi perra.",0
cuando camila le grita callate a la perra me estallo,0
LO HERMOSA QUE ES CAMKLA LA PUTA AMDRE ESTA MUJER ES ARTEEE,0
"El acoso callejero está a la orden del día Quizá no todos acaben con un asesinato, una violación o acoso sexual Pero muchos sí, y eso basta para que nos entre miedo y rabia cada vez que un imbécil nos dice algo por la calle",0
Tire un estado re largo indignada y lo borre a la verga PORQUE ME ENOJE DE SOLO VOLVER A LEERLO,0
@mignonescabio zorra hija de puta no mereces bibir!,1
"@Coni_Donnetta Callate pedazo de puta yo se que me extrañas, no te hagas la dura",1
"Es que es de puta risa, os tendría que enseñar todas las transcripciones de los chats al soporte de Amazon, da para pelicula.",0
"@judithperez2468 @ErrJavii @elgranJL_ Te mereces que te hackeen, escoria @ErrJavii JAJAJ",0
"@feminiciD10S @lopezobrador_ Callate hijo de perra eso no lo veras, te iras a chingar tu madre junto con el pri pinche asalariado de mierda, y cuando quieras nos rompemos la madre pendejo",0
"Taburete: 'A casa de Dron, a casa de Dron, nos vamos a casa, a casa de Dron – Cállate de una puta vez, niño de papá y vete con él a la cárcel que es donde debería estar",0
@santibarbagela1 Callate chapa la puta madre te voy a vomitar el farol,0
"que no¿? por que eres tan puta zorra mentirosa¿ cualquier user chica es mas juguetona que tu, puta monja — Bueno, suele pasar yo no busco ser juguetona ^^ https://t.co/k8D4HmBwzb",1
"@MXDXDXXBLX @bvtryed Cállate, es mi mejor amigo, zorra",1
"Ay una chica es mi salon que es muy puta, y acabo de pelear con ella en chat pero no me quiero pasar. Acá en twitter si la puedo insultar ya que nunca lo verá LA CONCHA DE TU MADRE ESPERO TE MUERAS HIJA DE PUTA (mentiras, no soy tan mala, pero se lo merece).",1
"@sexbrake Eso no vale, dice una virgen y tu eres una puta barata que lo se yo eh, no me engañes. Si eso pilla a Pablo que además te agredecerá el sacrificio (?)",1
"@_Moroncito_ Callate la boca! Subnormal, que no tienes ni puta idea de fútbol",0
"Y tu eres Perra, ládrame. Ay, qué perra mi amiga. 🐶🐶",1
@MonDiari @Albiol_XG tu eres bazofia y escoria.,0
"Mira estoy hasta los cojones de que por enseñar una teta y no ser tío me llamen guarra,por enseñar el culo me digan que solo lo hago para calentar,tronco tanto os cuesta ver una teta de una tía como algo normal?Es un cuerpo al igual que el del hombre,amo enseñar mi cuerpo!!! https://t.co/3DLCmgKc88",0
@VPaolacci Jajaj cállate puta anda a depilarte,1
"Mi mamá está dándole la callada de hocico más perra a mi papá, WHAT A QUEEN",0
Dice mi mejor amiga que te calles puta,1
@marialozano777 Cuidadín que llamar hijo puta a un hijo puta te condenan y no lo digo por nadie que no merezca una guillotina. Al revés. Arriba la cuchilla y debajo la rugosidad oxidada. Sucio. Lo merece el gnomo.,0
"@Pajaropolitico En México no solo es acoso y/o violación sino hasta feminicidio y dónde están los gritos de justicia, no se llevaron un Oscar, ni tuvieron cuentas millonarias. Estas mujeres denunciaron 20 años después mientras estos seguían haciendo de la",0
@TNFamosos Uy pero que cochino el que acoso a la fea está. No se le cree nada a la imbécil está maju creo se llama. Un asco y mentirosa la mina,1
@mxnredrose Callate perra que te extraño,1
"@IaaraaSilva Callate, puta. Sos mas vueltera para dormir.",1
@__rpl21 😂 tú eres mi perra https://t.co/OiBg2bv3Kp,1
"Princesa tu puta madre, trae a mi conejita, no te mereces mis mimos ni mis besos. https://t.co/Qtz6vvTqWo",0
Jesus le mete ideas en la cabeza a Gabe la puta madre que lo parió cállate hombre,0
"Ahhh pero vaya y uno callada les acepte las cortesías sin ánimos de darles sexo que cuando se estrellen, de 'perra oportunista' no te bajan.",0
@sadnesscox Cállate un rato zorra quema,1
@forestal_1967 Callate facho #PSLP acosador y la conchetumare si no queí q tiré tu dm de acoso 'hombre felizmente casado' bloqueame te conviene viejo culiao,0
le tengo que enseñar a mi perra a cerrar la puerta porque la abre y no se da cuenta de quE TENGO EL AIRE PRENDIDO,0
"@finger_pies @Martattack88 @Relatofeminista @selenamanero14 Las mujeres son mujeres tengan polla o no, no son mujeres atrapadas en cuerpos de hombre ni hombres q se sienten mujeres, por dios que me están sangrando los ojos de leer tal pego. Y cuidao, que ",0
"@CNNEE BASURA ,NOOOO , TÚ ERES UN ESCORIA UN PARIA HUMANO Y LAMECULO DEL BURRO",0
Bueno callate esos dedos perra https://t.co/SanYHqwxTi,1
@el_dinamo Callate viejo culiao. Hijo de puta. Las mil perras q te parieron....complice de asesinatos y torturas a compatriotas. Muerete de una vez.....maldito.,0
elcejass__ comemela pija de canto bujarrilla✌✌no vead pa poner la voz tuya de. Drakuin es… https://t.co/INGPjK7krs,0
Estoy en el subte y justo se subió uno de esos que cantan y lo tengo al lado CALLATE LA PUTA MADRE NO VES QUE NO PUEDO ESCUCHAR BIEN CONSEQUENCES ahre se enojaba,0
me hace gracia la gente que me toca la polla y luego cuando estoy callada me preguntan que te pasa o tienen huevos de llamarme amargada XD mira te metia una patada voladora en la nuca que ni xaki xan xd,0
Emily aprovecha a no tu eres muy puta :v jajajajjaja https://t.co/7S63NwxqBq,1
@realmadrid @Benzema Ya retirate hijo de tu puta madre solo das pena en el campo no mereces estar en este equipo solo por que te ha de cojer el pelón de entrenador,0
"Algunas mujeres se quejan tanto del acoso, pero ahi tienen fotos enseñando y/o sacando el culo 🙄😑",1
@LuceroAndraade Nany tú eres bien perra básica,1
"Verga, puta, cállate ya https://t.co/HNdpuMPELr",1
Y cuando llega y me destroza él dice: te lo mereces por puta. 🤗 No dejes de someterme cielo. #enamorada #minovioesgenial https://t.co/6ue18QOg8e,1
"@miccalvente Jajajajaj callateee, en serio? Que hijos de puta",0
@davidpepi00 Cállate perra que estás igual,1
@PrincipeVaron @_Brix__ @Re152005 @Barbijaputa @Yiyefly Coño eso parece un lobo xdios..donde esta el lazo del pelo ehhhh 😈😈😈😈😈,0
"-Mamá, mamá, ¿por qué la novia va vestida de blanco? -Porque es el día más feliz de su vida. -¿Y por qué el novio va vestido de negro?",0
"@__hemerocallis Imbéciles, para NADA normal. Espero estés mejor y que urge normar el acoso callejero.",0
"#arandina #manada que pasa, que esto no es abuso? Nadie habla de los 6 que han abusado de una pobre mujer? https://t.co/0wRlq9PnhQ",0
"A usted le debo un sueño que fue ilusión,  a usted le debo muchos besos por las noches y mi lengua debe un recorrido en la ruta de sus lunares...  a usted le debo mucho, y no pienso quedar en deuda.",0
Minimo denuncia por acoso sexual e intento de violacion telepatica https://t.co/ToVK3NlOtH,0
@DalasReview Uy niño cierra el pico de una puta vez! Ya entendimos que tu eres el bueno de todo y que un poco mas y hasta el gato es malo sabes ¿porque en vez de inventarte una historia que sabes que es mentira porque no dices la verdad? ¿Temes perder seg,0
@vico_volkov Tú eres un puto transexual hijo de perra.,0
"@electindiana320 Es mierda licuada de perro, por que tu eres una perra no puede ser tuya. Si waaaa?",1
Miguel por favor cállate de una puta vez,0
TANIA FECHA DE NACIMIENTO APROXIMADA: JULIO 2016 FECHA DE APERTURA DE ÁLBUM: 05/01/2018 SEXO: HEMBRA PESO: 6'5 KILOS ALTURA A LA CRUZ: 31 CM POSITIVA EN LEISHMANIA 16/01/2018 PADRINOS: DAVID Y LIDIA  CARACTER:... https://t.co/4YXOnafNOk,0
"@salvameoficial @socialitet5 Sois tan sumamente escoria, para provocar a las personas, para crear audiencia y sabiendo el día que os mandan al basurero,salvame lo ha dejado la gente de ver, no me extraña,yo sabía lo q hacéis para crear audiencia os invent",0
"Vuelvan ahre quiero un novio asi, mi novia es una zorra y estoy enojada asi que quiero uno asi ahr mentira https://t.co/hi5JPVcgs2",1
"Editar, además de complicado, es lo que hace de algo que merezca la pena o no, porque puedes haber grabado la puta hostia de planos, que si no los montas bien, con un sentido y los maquillas atractivamente, se va a la mierda.",0
@inspirationjin Callate perra😂😂😂 si no lo quieres apoyar no lo apoyes y ya Ahorrate tus comentarios,1
"@TitoHunterLoL A ver también te digo que no es por hacer acoso, que es por violacion y asesinato xddd",0
VAMOS LA PUTA MADRE FLORENCIA TE LO RE MERECIAS FEDE LA TENES ADENTRO PETIZO PUTO ahre igual si estoy feliz callense,0
"@jotavicio Jajajajaja, yo sé que tú eres la perra pero en está ocasión hablaba de tu hermana.",1
@AndreiusArdilla Me flipa😍 Me tienes que enseñar a hacer pelo me cago en la puta JAJAJA,0
"@LaailaMontiel Ensuciar a alguien por resentida por así decirlo o algún motivo que no sea acoso , violación o maltrato es una pelotudes tremenda !!! Dejen vivir a la gente que no hizo nada y ensucien al que en verdad se lo merece.",0
"Si no me devuelven el follow LES VOY A METER EL DEDO PULGAR POR EL AGUJERO DEL CULO PEDAZO DE HIJO DE PUTA MERECES MORIR TARADO ahre, IGUAL SI",0
"Y ésta canción se la dedico a mi perra (Laika) . Tú eres mi Laiki Mi Laiki , Laiki , Laiki . Mi Laiki , Laiki , Laiki Perra perra perra Lai Lai ' Ahr lo que es estar al pedo. ' :v https://t.co/fN6Mj5tRQt",0
[29/10 14:01] Kundogan: Yo no estoy hablando contigo cállate la puta emoción,0
"Hijo de puta, ojalá te violen en la puta cárcel hasta matarte, mereces sufrir eres un hijo de puta https://t.co/hfrhAS1CmK",0
@C5N Hija de re mil puta!!!!!!!!!!!! Ya te va llegar lo que te mereces 😡😡😡,1
Y el sapoconcho salvado. Que puta mierda. Para mi se lo merecia mas Miriam #OTGala9 Gracias al de las gafitas verdes se acaban mas chorradas,0
"#OTGala7 ostia puta!! Pedazo de actuación!!! Se esta comiendo a Cepeda... Vamos mireya te lo mereces, es muy grande!!! Menuda pedazo de artista!!! Impresionante 🎼🎵🎶 #MireyaSeQueda #OT @17OTriunfo",0
@EAbidalOfficial @elchiringuitotv @jpedrerol En toda la puta boca!! Para q no hableis mas tonterias q sois unos vendehumos!!!,0
Hijos de puta! Os merecéis lo peor... Q asco me dais! 😭😠 https://t.co/MOHv2yINgd,0
@AlejoIgoa @igoaftbau BIAN LA PUTA MADRE TE LO MERECES MAS QUE A NADIE,0
Te mueres por enseñarle tu polla a NOELIA ¿A qué si ? @NOELIA_EROTIX https://t.co/iRfOsZT1pj,0
@SoulCarefree ja! en verdad eso crees? tu eres la que no aguantaría hacerme un paizuri sin enamorarte de mi polla,0
la calle es una zorra pero baby tu eres más por eso cuándo llego me vuelvo a enamorar,0
"Me avergüenzo debser hombre por lo tan hijos de la gran puta que podéis llegar a ser, os merecéis lonpeor del mundo, que os maten lentamente y sufráis hasta moriros. #OJALÁOSMATENATODOS https://t.co/1ixqA6RH9b",0
@tresaaad Te lo mereces perra asquerosa,1
Las 'Supernenas' de Tánger: sin velo y con minifalda Tres jóvenes marroquíes luchan contra el acoso sexual https://t.co/oBcJ4foDhE,0
"@doloopelozo Cállate puta. No me doy cuenta, no me da",1
@soyMelinna_2013 maldita tu eres puta o das el culo gratis o aceptas cesta ticket,1
Mentiras que se le dicen a una mujer: -Te quiero -Eres la unica en mi vida -Estaba con mis amigos -Sigue chupando que yo te aviso,0
Esta chica es más puta' mi mama 😂😂😂,1
"TIENE DENUNCIAS POR ROBO ¿Y LAS DE ACOSO DONDE ESTÁN? TE LO MERECES POR LO MIERDA QUE FUISTE TODA TU PUTA VIDA, NO PUEDO DEJAR DE REÍRME JAJAJAJAJAJAJA",0
@abdalabucaram Hijo de puta...! 'Espero q me leas' tu eres el q tiene q estar preso rata maldita pronto t llegara la hora..! Espero y te quedes a afrontar tus actos como 'hombresito' si es q lo eres y no sales huyendo hdp..!,0
Nombre a buena perra hora se le ocurre a mi hermano mayor enseñarle a manejar a mi otro hermano:( adiós mundo cruel,0
"@aaronscoot @Laura99CM @NiDarrak Es que aunque no lo creas responder eso suena a 'no llevas razón cállate la puta boca porque no quiero escuchar una verdad', aunque no sea lo que quieras expresar.",0
"Raoul no se merece estar nominado, se merecia estarlo la semana pasada y hoy en la puta calle, gracias. #OTgala7 #OTDirecto11D",0
"JAJAJAJA te lo mereces, perra https://t.co/c8Eo4ctpWw",1
"Madura colombiana quiere leche en la cara - #TetasPequeñas tetillas, come mi polla, chupar las pollas, comiendosela, chupa la verga, comiendome la polla, chupa, gargantas, chicas https://t.co/t3mPuTiQDs",0
A esta guarra le gusta enseñar el coño: #morenas #porn #sexooral https://t.co/3hZlUMKkcv,1
@VicttoriaBianca Cállate puta que voy a ir ese día y te va a caber,1
"@gabrielboric @patricionavia Puta que te CAGARON 'Y yo creo que tú eres un burgués que se cree revolucionario. Pero a la hora de los qui’hubo, terminas votando por la NM. Ojalá algún día te toque ganarte el sueldo, se siente bien.' 😂🤣 Boric al igual que",0
@Martukkki @mividaconmi @yodominguez Es que la puta libre lucha denuncia la explotación sexual. No tiene nada que ver! Por la explotación laboral en la industria textil vamos a abolir la industria textil? No. Vamos a perseguir la explotación,0
"Fui buena con un montón de personas que no se lo merecian, a partir de hoy voy a ser mucho más hija de puta con todos",0
"“Puta que bueno que me enseñaron a tocar la flauta en la primaria, me ha servido un chingo en mi vida” -Nadie nunca en su perra vida",0
@bianlandaida_ @DelffiSalinas QUE ZORRA TE MERECES LA MUERTE,1
"@HimeNoSex Con mi verga te enseñaré lo que es ser una puta de verdad sin valor,que solo piense en chupar vergas y beber semen espeso y caliente",1
@VeryMadLex Este señor es imbécil de la polla,0
@MariaFPaternina Tu eres divina y perra también JAJAJAJAJJAAJA,1
@RodrigoReveco Cállate zorra,1
@abc_es @HiginiaRoig Ya está la niña del exorcista diciendo tonterías. Has visto lo que a hecho la guarra de tú hija.,1
"La Gendarmería fue directo a provocar, son unos hijos de puta. Hay que bajar a este gobierno de mierda",0
@Camilamelillan callate zorra me amas,1
@joseantoniokast @TrinidadMaria17 Cállate re concha de tu madre hijo de perra con caca @biobio @Chileokulto @Cooperativa,0
"LOCO LA PUTA MADRE,NO TODO TIENE Q VER CON MI NOVIA ES LA LETRA DE UNA CANCIÓN",0
"@_BarbaraBlade Para mi una mujer es perra sólo si comete infidelidad; si la chica está soltera ¿qué diablos le impide acostarse con todos los manes del planeta? Un man lo hace y nadie dice nada, ¿quién les da el derecho de juzgar por lo mismo a una mujer?",1
@PilarBenitoG Cállate perra tú no estuviste ahí,1
@maitezamora4 Callate zorra si a vos te gusta estar con todos,1
@RafaelVazquez21 te hice un dibujo pero la verdad me da puta pena enseñarlo xD Es horrible xDDD,0
@AFDLP Bueno pues entonces en vez de olvidar repetiremos una vez más: 'mi novia es del sevilla y es una puta más!!!' #minoviaesdelsevillayesunaputamas @AntonioAdan13 todo nuestro apoyo!!!,1
@HowToSnorlax @s0ymia Diego me caguen tu puta madre callate ya ostia puta me caguen diso,0
"La #Arandina leerá un manifiesto el sábado para mostrar su repulsa a la violencia y contra los abusos sexuales al hilo de las denuncia contra tres de sus ya exjugadores, uno de ellos berciano. #Bierzo https://t.co/BMkv5xxpNQ https://t.co/KLLGS68R8P",0
"Qué puta rabia la gente tan descarada conchuda, no merecés ni puta mierda.",0
"@luz_darks wall-e me conmovio , tu eres una perra gelida.",1
"Hay un hijo de puta llamando a ofrecerme trabajo de scort, de casa de citas y un poco de tonterías. Es una estafa.!",0
@winterson553 Eso es acoso y provocación,0
"Enseñar Tampax llenos de sangre en una red social no es ir de moderna, es de ser una guarra fracasada de la vida sin vergüenza alguna, hijas de puta.",1
"@Ryogure @Papelicioso Esa zorra se merecia todo lo que le pasò. De hecho, en la parte del juego donde tenes una cita con una de las dos, a mi me aparecio Tifa. Chere: playing otomes even if it's not an otome.",1
@todorokishalf su cuenta sería un constante CÁLLATE ESCORIA !!!! com muchos !!!! y mayusculas,0
"@EduAguirre7 @Dios1Soria Cállate subnormal pero de una puta vez deja de llorar, no fue penalti xq Isco estaba en fuera de juego pero Dios como pueden ser tan jilipollas y subnormales estos tíos admitid que se acabó la flor de Zidane cojones hijos de puta",0
"Tobias cállate la puta boca cuando suene la intro de Ritual, esa guitarra llora para que le escuchen bien.",0
"Mira ya me tienes hasta la polla con tus tweets abasurdos, si te dicen bloquealos y ya callate lanputa boca por que macho erea una toca cojones @EliaaNavarro si tan 'madura' eres puea deberias saber que ignorar es la solucion a los problemas...",0
@medelcami01 Tu eres mi perra cierto,1
@AlexiaBiava Jajajajajaj zorra imbecil mi idola,1
"@mimendalirenda @_SantosTrinidad Las hijas de puta no son conscientes que se les va a acabar enseñar las tetas en capillas/mezquitas, robar desnudas niños Jesús, procesiones del PUTO COÑO.....",1
@pauvillarreal9 Callate cara d perra,1
Miki nadal callate la puta ducha de los cojones del papa,0
QUÉ HACESSSSS COMO QUE VETE IMBECIL QUE TE PEGO,0
@As_TomasRoncero @Mateo_Kova23 Comemela perro pa que hables de otros equipo payaso,0
"@pimpiruleta cállate, puta herniosa que estás chocheando ya con la ciática jajjaa te jode? ME ALEGRO jajaj jódete jajajajaja JÓDETE me oyes? JÓDETE JAJAJAJAJAJAJAJA este es mi regalo de Santa jajajajaj jódete jajajajaj te duele? malegro, debería dolerte m",1
@Luis050876 @EspanaTovio @CeDemocratico mmmmm ese es el argumento cínico que usan algunos para justificar una violación o acoso,0
"Cada vez me gusta más mi cuerpo, que pasa??soy una guarra por enseñar las piernas?? una provocadora por una foto en toalla?? el problema no es mío, publico lo que me gusta.",0
"Pues para decir esa puta mierda, cállate, Joe #OTGala8",0
@laurabozzo Callate la boca vieja loca ven lame mi axila perra,1
Otra puta vez enseñando prioridades.,0
@qweenbellaC callate de una vez perra en celo,1
"@birarxs nono claro que no, callate q mientras tenga alcohol vos tragas perra",1
@timethyheller Kyc el ocico Si es ridiculo pero te lo mereces pinche zorra >:D,1
"Todas las mujeres son fuertes' Dicen las que lloran porque un tipo gordo en una pantalla la llamo puta, pero dejando eso de lado, hay que ser muy rastrera para usar las violaciones y el maltrato para ganar en un tema donde no tienen nada que ver. https://t.co/lYFKpUFStn",1
@CamiiTeran Callate y ponete a estudiar zorra,1
¿Qué es una mujer encima de una vaca? Una vaca de dos pisos,1
@NeksTeAmoBebe Te pones bien cachonda hija de tu puta madre ahkkkk Te amo maaaaaaaaaas Ya lo sabia ahk Y tu eres mi puta favoritaaaaa <33333333,1
"Esta noche se sale de fiesta. Si alguno pretende ligar con alguna mujer ya sabéis el dicho: Sábado sabadete, un polvete y al garete.",0
@DaamiWeht @LuViera_Carp La puta madre Damián cállate jajajaja,0
"@auronplay Tú eres subnormal, ya te dije que ni puta gracia.",0
@Metapodsin eres un imbécil de mierda nos tienes envidia pq somos la polla es eso verdad metapod lo sabia,0
@nick17buero Opaa jajaja comemela entonces ajajaj,0
@laragarcia3 CALLATE QUE LO ÚNICO QUE NO TE HAGO ES LA TAREA PERRA DESPUÉS SOY UN A M O R,0
@_FernandaCaso No mereces mi amistadabputa perra olvidadora,1
"@prssrx +Si te molesta que te miren raro, es culpa de tus complejos y la unica opcion es adelgazar. Y si no te molesta seguiras con tu vida.",0
- ¿Te sabe a fanta? - ¿El qué? - Mi polla en tu garganta. — claro y antes la metes en una naranja por qué no https://t.co/Z3WQ0uOnqH,0
"Estoy de Cataluña y de los catalanes hasta la polla por culpa de los independentistas, dicho esto: ICETA PRESIDENT",0
"Ni perra , ni puta, ni zorra nada de esa mierda LA MUJER ES MUJER Y SE RESPETA ASI TENGA MIL NOVIOS Y SE DIVIERTA CON ELLOS COMO SE LE DE LA HPTA GANA :) (Y)",0
"Las ridículas de mi TL que juzgan qué es o no acoso mientras ellas no lo experimentan. Midan con su feministómetro en otro lado, BAI https://t.co/cf6pnC2ylj",0
"hay santi el no se la robo. ella se fue encantada, ya para de llorar por esa zorra que ni se lo merecia #CaerEnTentacion",1
@martasuarezesm Ni tú eres perra ni yo soy un gato!,0
@mcclives Me apunto para enseñarle a volar a ese hijo de puta,0
